-9.95518,-8.33209
-9.94768,-8.41368
-9.93125,-7.85312
-9.88213,-8.53797
-9.85678,-8.06996
-9.8459,-8.24353
-9.8231,-9.57589
-9.81911,-8.73016
-9.77667,-9.03042
-9.76397,-8.01259
-9.762,-9.34839
-9.74824,-8.58407
-9.7154,-9.05548
-9.68638,-9.3259
-9.67157,-8.8584
-9.63304,-9.64985
-9.59418,-9.42633
-9.58709,-8.38397
-9.52972,-9.44319
-9.52073,-9.43591
-9.4909,-9.54049
-9.4855,-8.70764
-9.45969,-8.43147
-9.41657,-9.93327
-9.41096,-9.69608
-9.38737,-8.46671
-9.37665,-9.67097
-9.37215,-10.3422
-9.3689,-9.37574
-9.36737,-9.94359
-9.21215,-10.7854
-9.16377,-9.87957
-9.14978,-9.72795
-9.14425,-10.4346
-9.13762,-10.7723
-9.13551,-10.929
-9.11258,-9.44377
-9.09282,-9.78736
-9.04392,-9.72338
-9.03847,-10.6461
-9.01906,-9.87171
-8.97938,-10.7913
-8.96507,-10.7628
-8.94859,-10.4644
-8.93567,-10.3834
-8.83639,-10.9751
-8.82079,-10.324
-8.81208,-10.5218
-8.77732,-10.5681
-8.76531,-9.8199
-8.75797,-11.2807
-8.75397,-10.3089
-8.73076,-10.5828
-8.70934,-11.0071
-8.56145,-11.2544
-8.49793,-11.7115
-8.40634,-11.4783
-8.37323,-11.9006
-8.35724,-11.118
-8.35549,-10.8597
-8.34577,-10.8554
-8.27823,-11.323
-8.27568,-11.1045
-8.26752,-11.1828
-8.25134,-10.5917
-8.21497,-11.1133
-8.19887,-11.1054
-8.19247,-10.9058
-8.18999,-10.8647
-8.18314,-12.5623
-8.08731,-11.8279
-8.03828,-10.9864
-7.97981,-10.5296
-7.95046,-11.2558
-7.9408,-10.821
-7.92346,-11.5784
-7.91135,-11.9119
-7.88097,-10.8351
-7.85755,-10.4987
-7.76803,-11.0622
-7.76151,-10.8429
-7.73417,-10.9181
-7.7122,-10.5264
-7.6823,-10.4886
-7.65779,-11.0561
-7.59712,-9.2358
-7.58675,-10.563
-7.5826,-10.698
-7.56269,-10.8567
-7.51675,-9.99428
-7.5078,-10.3626
-7.50234,-10.3047
-7.44614,-9.44689
-7.43863,-10.3349
-7.43589,-10.6025
-7.43126,-10.4291
-7.41776,-10.7038
-7.41641,-10.9013
-7.40698,-9.75194
-7.34701,-9.40495
-7.34285,-9.80371
-7.30901,-9.04281
-7.26243,-10.4573
-7.25989,-10.3469
-7.22376,-9.24625
-7.21765,-8.7617
-7.15225,-9.37754
-7.13793,-9.32485
-7.12052,-8.82994
-7.09306,-9.05118
-7.07662,-9.41233
-7.07598,-9.49119
-7.04758,-8.9345
-7.04669,-9.35425
-6.98558,-9.55712
-6.95827,-8.75433
-6.95553,-8.59909
-6.91945,-8.4405
-6.90881,-8.08005
-6.89411,-8.73872
-6.87487,-8.30646
-6.85685,-8.94778
-6.85219,-7.27502
-6.84985,-8.2445
-6.77972,-8.42414
-6.77303,-8.42583
-6.74087,-7.75822
-6.68643,-8.2707
-6.67919,-7.91009
-6.6779,-8.11486
-6.67788,-7.8866
-6.66786,-7.38918
-6.65726,-7.81106
-6.64189,-7.51493
-6.63322,-8.2011
-6.5784,-6.87254
-6.56566,-7.25804
-6.56363,-6.84175
-6.5309,-7.44836
-6.52534,-6.81046
-6.5239,-7.22199
-6.49733,-6.57012
-6.46571,-6.79905
-6.46499,-6.71584
-6.45282,-6.32019
-6.45143,-7.03061
-6.3499,-6.34776
-6.34208,-6.79763
-6.28754,-6.21956
-6.19024,-7.29834
-6.14106,-6.13584
-6.07737,-5.39893
-6.04728,-5.90132
-6.00783,-5.43751
-5.9549,-5.46772
-5.93332,-4.77281
-5.87211,-4.60217
-5.84391,-4.42936
-5.82663,-4.54127
-5.76022,-4.71464
-5.75484,-4.28255
-5.74467,-4.96623
-5.73151,-4.46563
-5.69213,-3.84964
-5.66857,-4.64785
-5.62612,-3.86387
-5.61986,-2.92506
-5.61686,-3.25413
-5.57652,-3.58873
-5.56005,-3.6624
-5.54354,-3.99235
-5.53483,-3.51606
-5.51071,-3.35495
-5.4766,-3.47352
-5.46214,-3.38227
-5.41804,-3.45137
-5.41792,-2.86705
-5.40171,-2.63162
-5.36918,-3.83135
-5.29602,-2.67223
-5.25115,-2.3894
-5.21125,-3.19619
-5.18476,-2.50339
-5.16473,-2.69114
-5.14455,-2.40692
-5.14407,-1.75498
-5.12833,-1.93937
-5.10716,-1.38212
-5.07085,-1.83189
-5.03998,-2.28266
-5.03248,-1.26509
-4.99337,-2.33418
-4.96927,-2.33261
-4.96678,-2.40281
-4.96431,-1.17639
-4.91268,-2.01143
-4.83236,-2.04441
-4.80915,-1.22712
-4.80873,-2.48683
-4.77081,-1.49364
-4.7374,-1.76962
-4.67828,-2.00318
-4.66142,-2.05548
-4.6421,-1.61532
-4.59135,-1.1655
-4.58343,-1.77766
-4.57622,-2.00281
-4.57358,-1.11548
-4.56761,-1.5565
-4.53384,-0.901641
-4.51704,-1.3377
-4.44459,-1.36347
