-9.86762,-8.5442
-9.80245,-8.20231
-9.78655,-9.06349
-9.78458,-9.2787
-9.76015,-8.55438
-9.74813,-8.87511
-9.69398,-8.28198
-9.66975,-8.93675
-9.62772,-8.93516
-9.6234,-9.93031
-9.61953,-8.80827
-9.61216,-8.44799
-9.54121,-8.69908
-9.53806,-8.64564
-9.49528,-9.89803
-9.48565,-9.39175
-9.39474,-9.35536
-9.28231,-9.41098
-9.23391,-10.7009
-9.22902,-9.13237
-9.19917,-10.3379
-9.1744,-10.0542
-9.11479,-9.3504
-9.08932,-10.6874
-9.06476,-9.88843
-9.06374,-9.99344
-9.06134,-10.7119
-9.04509,-10.1001
-9.01938,-10.1397
-9.00828,-9.90655
-8.98776,-10.3624
-8.96094,-10.1874
-8.95496,-10.7416
-8.94159,-10.179
-8.91214,-10.752
-8.87358,-9.94121
-8.82016,-9.79031
-8.8066,-10.8458
-8.74981,-11.3108
-8.74414,-10.636
-8.73889,-10.6897
-8.7335,-11.3626
-8.68496,-10.8023
-8.58532,-10.1027
-8.46965,-11.2661
-8.40431,-10.8887
-8.40012,-10.0797
-8.37817,-10.9714
-8.36933,-11.2541
-8.28713,-10.916
-8.23075,-11.3957
-8.22972,-11.6518
-8.22707,-11.044
-8.21843,-10.739
-8.20827,-10.8723
-8.19916,-10.8912
-8.1784,-10.9579
-8.17035,-10.8222
-8.05332,-11.8049
-8.04861,-11.179
-8.02487,-11.0033
-8.02361,-11.5143
-8.01685,-10.7556
-8.00313,-9.87606
-7.98641,-11.7214
-7.97638,-11.3255
-7.95117,-11.0243
-7.93455,-11.2378
-7.92375,-10.7122
-7.92311,-11.2292
-7.92231,-10.6035
-7.91023,-11.0873
-7.85386,-10.6356
-7.71789,-11.2385
-7.69789,-10.2613
-7.67164,-11.576
-7.65424,-10.079
-7.60009,-10.4486
-7.58661,-11.4333
-7.56382,-10.0217
-7.55606,-11.6308
-7.55317,-9.89137
-7.53963,-9.95361
-7.50611,-10.504
-7.49011,-10.7318
-7.48947,-9.23882
-7.45339,-10.5143
-7.36774,-9.79809
-7.35426,-10.0647
-7.32053,-10.1866
-7.3098,-11.3481
-7.2367,-10.0091
-7.2338,-9.84266
-7.22817,-9.76896
-7.18177,-10.2856
-7.16598,-9.58505
-7.15807,-9.05561
-7.1538,-8.9963
-7.14993,-9.59043
-7.14986,-8.65272
-7.10673,-9.18768
-7.10054,-9.04344
-7.06483,-8.76258
-7.06287,-9.96621
-7.05605,-9.70628
-7.0519,-8.8025
-7.03519,-9.21608
-7.02758,-8.89574
-6.98304,-8.07342
-6.97921,-9.49924
-6.90254,-8.78008
-6.8891,-8.74388
-6.88066,-8.3037
-6.86743,-9.32458
-6.81051,-8.31023
-6.78912,-7.9175
-6.71473,-8.09378
